,sms,label
1013,Just buy a pizza. Meat lovers or supreme. U get to pick.,0
5456,"\For the most sparkling shopping breaks from 45 per person; call 0121 2025050 or visit www.shortbreaks.org.uk\""""",1
4471,3. You have received your mobile content. Enjoy,1
3003,"You've won tkts to the EURO2004 CUP FINAL or å£800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",1
5335,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,0
4015,In which place i can get rooms cheap:-),0
1701,Can come my room but cannot come my house cos my house still messy... Haha...,0
520,But that's on ebay it might be less elsewhere.,0
1763,Joy's father is John. Then John is the NAME of Joy's father. Mandan,0
1875,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,1
3965,I was just callin to say hi. Take care bruv!,0
3344,Reverse is cheating. That is not mathematics.,0
2253,Lol enjoy role playing much?,0
3224,I need... Coz i never go before ,0
526,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",1
2946,Leave it. U will always be ignorant.,0
3899,Okie,0
692,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0
5273,Its too late:)but its k.wish you the same.,0
3633,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,0
1050,Are you available for soiree on June 3rd?,0
590,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1
519,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,0
3380,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",1
3676,Great! So what attracts you to the brothas?,0
4593,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,0
1607,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,0
3610,No. I.ll meet you in the library,0
5323,Aah bless! How's your arm?,0
1809,"Aight, I'll ask a few of my roommates",0
791,All e best 4 ur driving tmr :-),0
792,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!,0
5424,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...,0
1855,K.:)you are the only girl waiting in reception ah?,0
1980,"Sorry, I'll call later",0
3233,Yup Ì_ not comin :-(,0
3598,Then wat r u doing now? Busy wif work?,0
933,What time you think you'll have it? Need to know when I should be near campus,0
3963,"If e timing can, then i go w u lor...",0
5179,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",0
4026,"Yes, princess. Are you going to make me moan?",0
4116,"Sure thing big man. i have hockey elections at 6, shouldnÛ÷t go on longer than an hour though",0
988,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",0
4303,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",0
3453,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,0
5093,Gokila is talking with you aha:),0
3778,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",1
4679,"That's cool he'll be here all night, lemme know when you're around",0
3093,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0
3155,Long time. You remember me today.,0
3201,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,0
4501,Wot is u up 2 then bitch?,0
1098,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0
4633,These won't do. Have to move on to morphine,0
2844,Will be out of class in a few hours. Sorry,0
886,I like to talk pa but am not able to. I dont know y.,0
5494,"Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in.",0
4325,That seems unnecessarily hostile,0
515,S:)no competition for him.,0
5146,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,0
1453,Stupid.its not possible,0
3553,am up to my eyes in philosophy,0
3609,"Call me. I m unable to cal. Lets meet bhaskar, and deep",0
2506,Who u talking about?,0
2994,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0
3999,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",1
5287,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,0
906,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468",1
28,"I'm back &amp; we're packing the car now, I'll let you know if there's room",0
2507,Yup...,0
2428,She.s find. I sent you an offline message to know how anjola's now.,0
762,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1
3747,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",0
284,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",0
686,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",0
2353,Please CALL 08712402902 immediately as there is an urgent message waiting for you.,1
4487,Call me when you get the chance plz &lt;3,0
21,IÛ÷m going to try for 2 months ha ha only joking,0
2752,Sat right? Okay thanks... ,0
885,Gibbs unsold.mike hussey,0
917,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
1040,Today am going to college so am not able to atten the class.,0
1265,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0
4827,Lol no. Just trying to make your day a little more interesting,0
277,"Awesome, I'll see you in a bit",0
2084,How are you. Wish you a great semester,0
1245,Hello which the site to download songs its urgent pls,0
2382,I will reach before ten morning,0
571,Do you know where my lab goggles went,0
1435,Dad went out oredi... ,0
3902,Waiting in e car 4 my mum lor. U leh? Reach home already?,0
1247,Horrible gal. Me in sch doing some stuff. How come u got mc?,0
3526,Should i send you naughty pix? :),0
2514,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,0
1007,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0
2064,Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,0
4405,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,1
1690,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. å£1.50 SP:Tyrone,1
4814,ÌÏ no home work to do meh... ,0
1985,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.,0
294,I accidentally deleted the message. Resend please.,0
1547,Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,0
2012,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING""",0
588,Ya srsly better than yi tho,0
3329,Send me yetty's number pls.,0
2403,Jesus christ bitch I'm trying to give you drugs answer your fucking phone,0
2129,Mine here like all fr china then so noisy.,0
3998,K...k...when will you give treat?,0
5517,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt,0
3741,Hey i'm bored... So i'm thinking of u... So wat r u doing?,0
3508,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,0
2719,Go where n buy? Juz buy when we get there lar.,0
5077,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,1
5083,Aiya we discuss later lar... Pick Ì_ up at 4 is it?,0
556,Having lunch:)you are not in online?why?,0
2469,* Am on my way,0
3738,Did you stitch his trouser,0
1716,"Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!",0
2604,You call times job today ok umma and ask them to speed up,0
4599,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,0
1704,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip &amp; don't worry.,0
2139,But i juz remembered i gotta bathe my dog today..,0
3239,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,0
2383,Your pussy is perfect!,0
1285,"Just wondering, the others just took off",0
4751,Well boy am I glad G wasted all night at applebees for nothing,0
4981,Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,0
3930,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,0
4222,Stupid auto correct on my phone,0
1591,That's my honeymoon outfit. :),0
4941,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",0
2162,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0
2396,Well you told others you'd marry them...,0
317,"Not really dude, have no friends i'm afraid :(",0
5006,Oh k. . I will come tomorrow,0
3111,Just haven't decided where yet eh ?,0
4036,Dont flatter yourself... Tell that man of mine two pints of carlin in ten minutes please.... ,0
795,it's really getting me down just hanging around.,0
3020,Am in film ill call you later.,0
1711,I got your back! Do you have any dislikes in bed?,0
3387,Same as kallis dismissial in 2nd test:-).,0
36,"Oops, I'll let you know when my roommate's done",0
913,Ok lor but not too early. Me still having project meeting now.,0
3972,"Night night, see you tomorrow",0
4133,Is it your yahoo boys that bring in the perf? Or legal.,0
974,Eh u send wrongly lar...,0
983,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0
4549,"\Hey! do u fancy meetin me at 4 at cha åÐ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""",0
1418,Lmao. Take a pic and send it to me.,0
1560,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",0
4135,have you ever had one foot before?,0
1355,Convey my regards to him,0
5290,Dear where you. Call me,0
987,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",0
2682,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,0
1640,"Alright, we're all set here, text the man",0
1290,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,0
3681,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!",0
1380,i dnt wnt to tlk wid u,0
1933,R u over scratching it?,0
4695,A guy who gets used but is too dumb to realize it.,0
3160,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,0
2030,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?",0
892,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you,0
4069,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,0
